x-axis,VC,VIN
second,Volt,Volt
+27.5000E-06,+490.6250073E-03,+498.7500072E-03
+27.6000E-06,+490.2343823E-03,+497.9687572E-03
+27.7000E-06,+491.0156323E-03,+498.7500072E-03
+27.8000E-06,+491.7968823E-03,+499.9218823E-03
+27.9000E-06,+491.7968823E-03,+499.5312573E-03
+28.0000E-06,+491.4062573E-03,+499.1406323E-03
+28.1000E-06,+491.4062573E-03,+498.7500072E-03
+28.2000E-06,+491.0156323E-03,+498.7500072E-03
+28.3000E-06,+491.4062573E-03,+498.7500072E-03
+28.4000E-06,+491.7968823E-03,+499.1406323E-03
+28.5000E-06,+492.1875073E-03,+499.1406323E-03
+28.6000E-06,+492.5781323E-03,+499.1406323E-03
+28.7000E-06,+492.1875073E-03,+499.1406323E-03
+28.8000E-06,+492.5781323E-03,+498.7500072E-03
+28.9000E-06,+492.5781323E-03,+499.1406323E-03
+29.0000E-06,+492.5781323E-03,+498.7500072E-03
+29.1000E-06,+492.5781323E-03,+499.1406323E-03
+29.2000E-06,+492.9687573E-03,+499.5312573E-03
+29.3000E-06,+492.9687573E-03,+499.1406323E-03
+29.4000E-06,+492.9687573E-03,+499.1406323E-03
+29.5000E-06,+493.3593824E-03,+498.7500072E-03
+29.6000E-06,+493.3593824E-03,+499.1406323E-03
+29.7000E-06,+493.7500074E-03,+499.1406323E-03
+29.8000E-06,+493.7500074E-03,+499.5312573E-03
+29.9000E-06,+493.7500074E-03,+499.1406323E-03
+30.0000E-06,+493.7500074E-03,+499.1406323E-03
+30.1000E-06,+493.3593824E-03,+498.7500072E-03
+30.2000E-06,+494.1406324E-03,+499.1406323E-03
+30.3000E-06,+494.1406324E-03,+499.1406323E-03
+30.4000E-06,+493.7500074E-03,+498.7500072E-03
+30.5000E-06,+493.7500074E-03,+498.7500072E-03
+30.6000E-06,+494.1406324E-03,+499.1406323E-03
+30.7000E-06,+494.1406324E-03,+499.1406323E-03
+30.8000E-06,+494.1406324E-03,+499.1406323E-03
+30.9000E-06,+494.1406324E-03,+499.5312573E-03
+31.0000E-06,+494.5312574E-03,+499.1406323E-03
+31.1000E-06,+494.5312574E-03,+498.7500072E-03
+31.2000E-06,+494.9218824E-03,+499.1406323E-03
+31.3000E-06,+494.9218824E-03,+499.1406323E-03
+31.4000E-06,+495.7031324E-03,+499.9218823E-03
+31.5000E-06,+495.3125074E-03,+499.1406323E-03
+31.6000E-06,+494.9218824E-03,+499.1406323E-03
+31.7000E-06,+494.9218824E-03,+498.7500072E-03
+31.8000E-06,+494.9218824E-03,+499.5312573E-03
+31.9000E-06,+495.3125074E-03,+498.7500072E-03
+32.0000E-06,+495.3125074E-03,+499.5312573E-03
+32.1000E-06,+495.3125074E-03,+498.7500072E-03
+32.2000E-06,+494.9218824E-03,+499.1406323E-03
+32.3000E-06,+494.9218824E-03,+498.3593822E-03
+32.4000E-06,+494.1406324E-03,+497.5781322E-03
+32.5000E-06,+495.3125074E-03,+499.5312573E-03
+32.6000E-06,+496.8750074E-03,+500.7031323E-03
+32.7000E-06,+496.8750074E-03,+500.3125073E-03
+32.8000E-06,+496.4843824E-03,+499.1406323E-03
+32.9000E-06,+496.0937574E-03,+499.5312573E-03
+33.0000E-06,+495.7031324E-03,+498.3593822E-03
+33.1000E-06,+495.3125074E-03,+498.3593822E-03
+33.2000E-06,+495.3125074E-03,+498.3593822E-03
+33.3000E-06,+495.7031324E-03,+498.7500072E-03
+33.4000E-06,+496.4843824E-03,+499.5312573E-03
+33.5000E-06,+496.4843824E-03,+499.5312573E-03
+33.6000E-06,+496.4843824E-03,+499.1406323E-03
+33.7000E-06,+496.0937574E-03,+498.7500072E-03
+33.8000E-06,+495.7031324E-03,+498.3593822E-03
+33.9000E-06,+496.0937574E-03,+498.3593822E-03
+34.0000E-06,+496.8750074E-03,+499.5312573E-03
+34.1000E-06,+498.0468824E-03,+500.7031323E-03
+34.2000E-06,+497.6562574E-03,+499.9218823E-03
+34.3000E-06,+497.6562574E-03,+499.1406323E-03
+34.4000E-06,+496.4843824E-03,+498.3593822E-03
+34.5000E-06,+496.4843824E-03,+498.3593822E-03
+34.6000E-06,+496.8750074E-03,+499.1406323E-03
+34.7000E-06,+496.8750074E-03,+499.1406323E-03
+34.8000E-06,+496.8750074E-03,+498.7500072E-03
+34.9000E-06,+496.4843824E-03,+499.1406323E-03
+35.0000E-06,+497.2656324E-03,+498.7500072E-03
+35.1000E-06,+497.2656324E-03,+498.7500072E-03
+35.2000E-06,+497.6562574E-03,+499.1406323E-03
+35.3000E-06,+498.4375074E-03,+499.9218823E-03
+35.4000E-06,+498.4375074E-03,+500.3125073E-03
+35.5000E-06,+497.6562574E-03,+499.1406323E-03
+35.6000E-06,+497.2656324E-03,+498.7500072E-03
+35.7000E-06,+497.2656324E-03,+498.3593822E-03
+35.8000E-06,+497.2656324E-03,+499.9218823E-03
+35.9000E-06,+498.0468824E-03,+499.9218823E-03
+36.0000E-06,+498.4375074E-03,+499.9218823E-03
+36.1000E-06,+498.4375074E-03,+499.9218823E-03
+36.2000E-06,+497.2656324E-03,+498.3593822E-03
+36.3000E-06,+496.4843824E-03,+497.5781322E-03
+36.4000E-06,+496.4843824E-03,+497.9687572E-03
+36.5000E-06,+497.2656324E-03,+499.1406323E-03
+36.6000E-06,+498.4375074E-03,+499.5312573E-03
+36.7000E-06,+498.8281324E-03,+499.5312573E-03
+36.8000E-06,+498.8281324E-03,+500.3125073E-03
+36.9000E-06,+499.2187574E-03,+500.3125073E-03
+37.0000E-06,+498.4375074E-03,+499.1406323E-03
+37.1000E-06,+498.4375074E-03,+499.5312573E-03
+37.2000E-06,+498.0468824E-03,+498.3593822E-03
+37.3000E-06,+498.0468824E-03,+498.7500072E-03
+37.4000E-06,+498.0468824E-03,+499.1406323E-03
+37.5000E-06,+498.4375074E-03,+499.9218823E-03
+37.6000E-06,+498.0468824E-03,+498.3593822E-03
+37.7000E-06,+497.6562574E-03,+497.9687572E-03
+37.8000E-06,+497.2656324E-03,+498.3593822E-03
+37.9000E-06,+498.0468824E-03,+499.1406323E-03
+38.0000E-06,+498.4375074E-03,+499.1406323E-03
+38.1000E-06,+498.8281324E-03,+499.9218823E-03
+38.2000E-06,+498.8281324E-03,+499.9218823E-03
+38.3000E-06,+498.8281324E-03,+499.5312573E-03
+38.4000E-06,+498.4375074E-03,+498.7500072E-03
+38.5000E-06,+498.8281324E-03,+499.1406323E-03
+38.6000E-06,+498.8281324E-03,+499.1406323E-03
+38.7000E-06,+498.8281324E-03,+499.1406323E-03
+38.8000E-06,+498.8281324E-03,+498.7500072E-03
+38.9000E-06,+498.4375074E-03,+498.3593822E-03
+39.0000E-06,+498.4375074E-03,+498.3593822E-03
+39.1000E-06,+498.4375074E-03,+498.7500072E-03
+39.2000E-06,+499.2187574E-03,+499.5312573E-03
+39.3000E-06,+499.6093824E-03,+499.5312573E-03
+39.4000E-06,+499.2187574E-03,+499.5312573E-03
+39.5000E-06,+499.2187574E-03,+498.7500072E-03
+39.6000E-06,+498.8281324E-03,+498.7500072E-03
+39.7000E-06,+499.2187574E-03,+499.1406323E-03
+39.8000E-06,+499.6093824E-03,+499.5312573E-03
+39.9000E-06,+500.0000075E-03,+500.3125073E-03
+40.0000E-06,+499.2187574E-03,+498.7500072E-03
+40.1000E-06,+498.0468824E-03,+496.7968822E-03
+40.2000E-06,+497.6562574E-03,+497.5781322E-03
+40.3000E-06,+498.4375074E-03,+498.7500072E-03
+40.4000E-06,+499.6093824E-03,+499.5312573E-03
+40.5000E-06,+500.3906325E-03,+500.3125073E-03
+40.6000E-06,+500.7812575E-03,+501.0937573E-03
+40.7000E-06,+500.3906325E-03,+499.5312573E-03
+40.8000E-06,+499.2187574E-03,+497.9687572E-03
+40.9000E-06,+498.4375074E-03,+497.9687572E-03
+41.0000E-06,+498.8281324E-03,+498.3593822E-03
+41.1000E-06,+499.2187574E-03,+499.1406323E-03
+41.2000E-06,+500.0000075E-03,+499.5312573E-03
+41.3000E-06,+499.6093824E-03,+499.5312573E-03
+41.4000E-06,+499.6093824E-03,+498.7500072E-03
+41.5000E-06,+498.8281324E-03,+498.3593822E-03
+41.6000E-06,+499.2187574E-03,+498.3593822E-03
+41.7000E-06,+499.2187574E-03,+498.7500072E-03
+41.8000E-06,+499.6093824E-03,+499.1406323E-03
+41.9000E-06,+500.0000075E-03,+499.9218823E-03
+42.0000E-06,+500.3906325E-03,+499.9218823E-03
+42.1000E-06,+500.0000075E-03,+499.1406323E-03
+42.2000E-06,+499.6093824E-03,+498.7500072E-03
+42.3000E-06,+499.2187574E-03,+499.1406323E-03
+42.4000E-06,+499.2187574E-03,+498.7500072E-03
+42.5000E-06,+499.6093824E-03,+498.7500072E-03
+42.6000E-06,+499.6093824E-03,+499.1406323E-03
+42.7000E-06,+499.6093824E-03,+498.7500072E-03
+42.8000E-06,+499.2187574E-03,+498.7500072E-03
+42.9000E-06,+499.6093824E-03,+499.1406323E-03
+43.0000E-06,+500.7812575E-03,+500.7031323E-03
+43.1000E-06,+500.7812575E-03,+500.7031323E-03
+43.2000E-06,+497.2656324E-03,+494.8437572E-03
+43.3000E-06,+498.4375074E-03,+497.9687572E-03
+43.4000E-06,+500.3906325E-03,+500.7031323E-03
+43.5000E-06,+501.1718825E-03,+500.7031323E-03
+43.6000E-06,+499.2187574E-03,+497.5781322E-03
+43.7000E-06,+499.6093824E-03,+499.5312573E-03
+43.8000E-06,+500.0000075E-03,+498.7500072E-03
+43.9000E-06,+500.0000075E-03,+499.5312573E-03
+44.0000E-06,+499.6093824E-03,+498.3593822E-03
+44.1000E-06,+497.6562574E-03,+496.0156322E-03
+44.2000E-06,+503.5156325E-03,+504.2187573E-03
+44.3000E-06,+499.2187574E-03,+497.1875072E-03
+44.4000E-06,+500.7812575E-03,+500.3125073E-03
+44.5000E-06,+497.2656324E-03,+495.2343822E-03
+44.6000E-06,+500.7812575E-03,+501.0937573E-03
+44.7000E-06,+499.2187574E-03,+497.9687572E-03
+44.8000E-06,+501.9531325E-03,+501.8750073E-03
+44.9000E-06,+500.0000075E-03,+497.5781322E-03
+45.0000E-06,+500.0000075E-03,+499.1406323E-03
+45.1000E-06,+500.3906325E-03,+499.1406323E-03
+45.2000E-06,+498.8281324E-03,+497.1875072E-03
+45.3000E-06,+500.3906325E-03,+500.3125073E-03
+45.4000E-06,+500.3906325E-03,+498.7500072E-03
+45.5000E-06,+500.7812575E-03,+499.9218823E-03
+45.6000E-06,+500.0000075E-03,+498.7500072E-03
+45.7000E-06,+500.3906325E-03,+499.5312573E-03
+45.8000E-06,+499.6093824E-03,+497.5781322E-03
+45.9000E-06,+500.0000075E-03,+498.7500072E-03
+46.0000E-06,+500.3906325E-03,+499.5312573E-03
+46.1000E-06,+500.3906325E-03,+499.1406323E-03
+46.2000E-06,+500.7812575E-03,+499.5312573E-03
+46.3000E-06,+500.3906325E-03,+498.7500072E-03
+46.4000E-06,+500.0000075E-03,+498.7500072E-03
+46.5000E-06,+499.6093824E-03,+498.3593822E-03
+46.6000E-06,+500.0000075E-03,+498.7500072E-03
+46.7000E-06,+500.0000075E-03,+499.1406323E-03
+46.8000E-06,+500.7812575E-03,+499.5312573E-03
+46.9000E-06,+500.7812575E-03,+499.5312573E-03
+47.0000E-06,+500.7812575E-03,+499.9218823E-03
+47.1000E-06,+499.6093824E-03,+497.9687572E-03
+47.2000E-06,+498.4375074E-03,+496.7968822E-03
+47.3000E-06,+499.6093824E-03,+498.7500072E-03
+47.4000E-06,+501.9531325E-03,+501.0937573E-03
+47.5000E-06,+501.9531325E-03,+501.0937573E-03
+47.6000E-06,+500.7812575E-03,+498.7500072E-03
+47.7000E-06,+498.8281324E-03,+496.7968822E-03
+47.8000E-06,+498.0468824E-03,+496.0156322E-03
+47.9000E-06,+500.0000075E-03,+498.7500072E-03
+48.0000E-06,+501.5625075E-03,+501.0937573E-03
+48.1000E-06,+503.5156325E-03,+501.8750073E-03
+48.2000E-06,+501.9531325E-03,+500.7031323E-03
+48.3000E-06,+500.3906325E-03,+497.9687572E-03
+48.4000E-06,+499.2187574E-03,+496.7968822E-03
+48.5000E-06,+498.8281324E-03,+497.5781322E-03
+48.6000E-06,+499.6093824E-03,+498.7500072E-03
+48.7000E-06,+500.3906325E-03,+499.5312573E-03
+48.8000E-06,+501.5625075E-03,+499.9218823E-03
+48.9000E-06,+501.1718825E-03,+499.1406323E-03
+49.0000E-06,+500.7812575E-03,+499.1406323E-03
+49.1000E-06,+500.7812575E-03,+499.1406323E-03
+49.2000E-06,+500.7812575E-03,+499.5312573E-03
+49.3000E-06,+501.1718825E-03,+500.3125073E-03
+49.4000E-06,+501.1718825E-03,+499.9218823E-03
+49.5000E-06,+500.3906325E-03,+498.7500072E-03
+49.6000E-06,+499.2187574E-03,+497.5781322E-03
+49.7000E-06,+499.2187574E-03,+497.5781322E-03
+49.8000E-06,+500.3906325E-03,+498.3593822E-03
+49.9000E-06,+499.6093824E-03,+497.5781322E-03
+50.0000E-06,+500.0000075E-03,+498.3593822E-03
+50.1000E-06,+501.5625075E-03,+500.7031323E-03
+50.2000E-06,+501.9531325E-03,+501.0937573E-03
+50.3000E-06,+501.5625075E-03,+499.9218823E-03
+50.4000E-06,+500.7812575E-03,+499.1406323E-03
+50.5000E-06,+500.3906325E-03,+498.7500072E-03
+50.6000E-06,+500.3906325E-03,+499.1406323E-03
+50.7000E-06,+500.7812575E-03,+499.1406323E-03
+50.8000E-06,+499.2187574E-03,+497.5781322E-03
+50.9000E-06,+500.0000075E-03,+498.3593822E-03
+51.0000E-06,+500.0000075E-03,+498.3593822E-03
+51.1000E-06,+500.3906325E-03,+498.3593822E-03
+51.2000E-06,+500.0000075E-03,+498.7500072E-03
+51.3000E-06,+501.5625075E-03,+500.7031323E-03
+51.4000E-06,+501.5625075E-03,+499.5312573E-03
+51.5000E-06,+501.1718825E-03,+500.3125073E-03
+51.6000E-06,+501.1718825E-03,+499.5312573E-03
+51.7000E-06,+500.0000075E-03,+497.9687572E-03
+51.8000E-06,+498.8281324E-03,+496.4062572E-03
+51.9000E-06,+499.2187574E-03,+497.5781322E-03
+52.0000E-06,+500.3906325E-03,+499.1406323E-03
+52.1000E-06,+501.5625075E-03,+499.9218823E-03
+52.2000E-06,+501.5625075E-03,+500.3125073E-03
+52.3000E-06,+501.9531325E-03,+499.9218823E-03
+52.4000E-06,+501.5625075E-03,+499.1406323E-03
+52.5000E-06,+500.3906325E-03,+498.3593822E-03
+52.6000E-06,+500.3906325E-03,+498.7500072E-03
+52.7000E-06,+500.3906325E-03,+499.1406323E-03
+52.8000E-06,+500.3906325E-03,+498.7500072E-03
+52.9000E-06,+499.2187574E-03,+496.4062572E-03
+53.0000E-06,+500.7812575E-03,+499.1406323E-03
+53.1000E-06,+501.5625075E-03,+500.3125073E-03
+53.2000E-06,+501.1718825E-03,+499.5312573E-03
+53.3000E-06,+500.7812575E-03,+498.3593822E-03
+53.4000E-06,+500.3906325E-03,+498.3593822E-03
+53.5000E-06,+500.3906325E-03,+498.3593822E-03
+53.6000E-06,+499.6093824E-03,+497.5781322E-03
+53.7000E-06,+499.2187574E-03,+497.1875072E-03
+53.8000E-06,+500.7812575E-03,+499.1406323E-03
+53.9000E-06,+502.7343825E-03,+501.8750073E-03
+54.0000E-06,+503.5156325E-03,+501.8750073E-03
+54.1000E-06,+501.5625075E-03,+499.5312573E-03
+54.2000E-06,+500.0000075E-03,+497.5781322E-03
+54.3000E-06,+499.2187574E-03,+496.7968822E-03
+54.4000E-06,+499.2187574E-03,+497.5781322E-03
+54.5000E-06,+500.7812575E-03,+499.1406323E-03
+54.6000E-06,+501.1718825E-03,+499.5312573E-03
+54.7000E-06,+501.5625075E-03,+499.9218823E-03
+54.8000E-06,+500.3906325E-03,+498.3593822E-03
+54.9000E-06,+500.0000075E-03,+497.9687572E-03
+55.0000E-06,+500.0000075E-03,+498.3593822E-03
+55.1000E-06,+501.5625075E-03,+499.5312573E-03
+55.2000E-06,+501.9531325E-03,+500.3125073E-03
+55.3000E-06,+501.9531325E-03,+499.5312573E-03
+55.4000E-06,+501.1718825E-03,+498.7500072E-03
+55.5000E-06,+500.3906325E-03,+498.3593822E-03
+55.6000E-06,+500.3906325E-03,+498.3593822E-03
+55.7000E-06,+500.3906325E-03,+498.7500072E-03
+55.8000E-06,+500.7812575E-03,+499.1406323E-03
+55.9000E-06,+501.5625075E-03,+499.9218823E-03
+56.0000E-06,+500.7812575E-03,+498.7500072E-03
+56.1000E-06,+500.0000075E-03,+497.9687572E-03
+56.2000E-06,+500.0000075E-03,+497.5781322E-03
+56.3000E-06,+500.7812575E-03,+498.7500072E-03
+56.4000E-06,+500.7812575E-03,+499.1406323E-03
+56.5000E-06,+501.5625075E-03,+500.3125073E-03
+56.6000E-06,+501.5625075E-03,+499.5312573E-03
+56.7000E-06,+501.1718825E-03,+499.1406323E-03
+56.8000E-06,+501.1718825E-03,+499.1406323E-03
+56.9000E-06,+500.3906325E-03,+498.7500072E-03
+57.0000E-06,+500.3906325E-03,+497.9687572E-03
+57.1000E-06,+500.3906325E-03,+498.3593822E-03
+57.2000E-06,+500.3906325E-03,+498.3593822E-03
+57.3000E-06,+500.7812575E-03,+498.7500072E-03
+57.4000E-06,+500.7812575E-03,+499.1406323E-03
+57.5000E-06,+500.7812575E-03,+499.1406323E-03
+57.6000E-06,+501.1718825E-03,+499.5312573E-03
+57.7000E-06,+501.1718825E-03,+499.1406323E-03
+57.8000E-06,+501.1718825E-03,+499.1406323E-03
+57.9000E-06,+501.1718825E-03,+498.7500072E-03
+58.0000E-06,+500.7812575E-03,+498.3593822E-03
+58.1000E-06,+500.3906325E-03,+498.3593822E-03
+58.2000E-06,+500.7812575E-03,+498.7500072E-03
+58.3000E-06,+500.7812575E-03,+499.1406323E-03
+58.4000E-06,+501.1718825E-03,+499.1406323E-03
+58.5000E-06,+500.7812575E-03,+499.1406323E-03
+58.6000E-06,+500.7812575E-03,+498.3593822E-03
+58.7000E-06,+500.3906325E-03,+498.7500072E-03
+58.8000E-06,+500.7812575E-03,+498.3593822E-03
+58.9000E-06,+500.7812575E-03,+498.3593822E-03
+59.0000E-06,+500.7812575E-03,+499.1406323E-03
+59.1000E-06,+500.7812575E-03,+499.1406323E-03
+59.2000E-06,+501.1718825E-03,+498.7500072E-03
+59.3000E-06,+501.1718825E-03,+499.5312573E-03
+59.4000E-06,+501.1718825E-03,+499.1406323E-03
+59.5000E-06,+501.1718825E-03,+498.7500072E-03
+59.6000E-06,+500.7812575E-03,+498.3593822E-03
+59.7000E-06,+500.7812575E-03,+498.7500072E-03
+59.8000E-06,+500.7812575E-03,+498.7500072E-03
+59.9000E-06,+500.7812575E-03,+498.3593822E-03
+60.0000E-06,+501.1718825E-03,+499.1406323E-03
+60.1000E-06,+501.1718825E-03,+499.1406323E-03
+60.2000E-06,+499.6093824E-03,+497.1875072E-03
+60.3000E-06,+499.6093824E-03,+497.1875072E-03
+60.4000E-06,+501.1718825E-03,+499.1406323E-03
+60.5000E-06,+501.9531325E-03,+499.9218823E-03
+60.6000E-06,+501.9531325E-03,+499.9218823E-03
+60.7000E-06,+501.1718825E-03,+498.7500072E-03
+60.8000E-06,+500.7812575E-03,+498.7500072E-03
+60.9000E-06,+500.3906325E-03,+497.9687572E-03
+61.0000E-06,+501.1718825E-03,+499.1406323E-03
+61.1000E-06,+501.1718825E-03,+499.1406323E-03
+61.2000E-06,+500.7812575E-03,+498.7500072E-03
+61.3000E-06,+498.8281324E-03,+496.0156322E-03
+61.4000E-06,+501.1718825E-03,+499.5312573E-03
+61.5000E-06,+501.1718825E-03,+499.5312573E-03
+61.6000E-06,+501.1718825E-03,+499.5312573E-03
+61.7000E-06,+501.1718825E-03,+498.7500072E-03
+61.8000E-06,+501.1718825E-03,+499.5312573E-03
+61.9000E-06,+500.7812575E-03,+497.9687572E-03
+62.0000E-06,+500.0000075E-03,+497.5781322E-03
+62.1000E-06,+500.7812575E-03,+498.7500072E-03
+62.2000E-06,+500.0000075E-03,+497.9687572E-03
+62.3000E-06,+499.6093824E-03,+497.5781322E-03
+62.4000E-06,+500.0000075E-03,+498.3593822E-03
+62.5000E-06,+501.9531325E-03,+500.7031323E-03
+62.6000E-06,+503.1250075E-03,+501.0937573E-03
+62.7000E-06,+501.1718825E-03,+498.7500072E-03
+62.8000E-06,+500.3906325E-03,+497.5781322E-03
+62.9000E-06,+499.2187574E-03,+496.4062572E-03
+63.0000E-06,+499.6093824E-03,+497.1875072E-03
+63.1000E-06,+500.7812575E-03,+498.7500072E-03
+63.2000E-06,+501.5625075E-03,+500.7031323E-03
+63.3000E-06,+501.5625075E-03,+499.5312573E-03
+63.4000E-06,+500.7812575E-03,+497.9687572E-03
+63.5000E-06,+500.0000075E-03,+497.5781322E-03
+63.6000E-06,+500.0000075E-03,+497.1875072E-03
+63.7000E-06,+500.7812575E-03,+499.1406323E-03
+63.8000E-06,+501.9531325E-03,+500.3125073E-03
+63.9000E-06,+502.7343825E-03,+500.7031323E-03
+64.0000E-06,+501.9531325E-03,+499.5312573E-03
+64.1000E-06,+500.7812575E-03,+497.5781322E-03
+64.2000E-06,+499.2187574E-03,+496.7968822E-03
+64.3000E-06,+499.6093824E-03,+497.1875072E-03
+64.4000E-06,+500.0000075E-03,+497.9687572E-03
+64.5000E-06,+500.7812575E-03,+498.7500072E-03
+64.6000E-06,+500.7812575E-03,+498.7500072E-03
+64.7000E-06,+500.0000075E-03,+497.5781322E-03
+64.8000E-06,+500.0000075E-03,+497.5781322E-03
+64.9000E-06,+501.1718825E-03,+499.1406323E-03
+65.0000E-06,+501.5625075E-03,+499.5312573E-03
+65.1000E-06,+502.3437575E-03,+499.9218823E-03
+65.2000E-06,+501.5625075E-03,+499.9218823E-03
+65.3000E-06,+501.1718825E-03,+499.1406323E-03
+65.4000E-06,+500.7812575E-03,+498.3593822E-03
+65.5000E-06,+500.3906325E-03,+497.5781322E-03
+65.6000E-06,+499.6093824E-03,+209.2968779E-03
+65.7000E-06,+489.4531323E-03,-441.0937568E-03
+65.8000E-06,+475.3906321E-03,-502.0312577E-03
+65.9000E-06,+461.7187569E-03,-502.4218827E-03
+66.0000E-06,+447.6562567E-03,-500.4687576E-03
+66.1000E-06,+432.0312564E-03,-501.2500077E-03
+66.2000E-06,+418.7500062E-03,-498.9062576E-03
+66.3000E-06,+408.2031311E-03,-495.3906326E-03
+66.4000E-06,+397.2656309E-03,-493.0468825E-03
+66.5000E-06,+384.3750057E-03,-493.8281325E-03
+66.6000E-06,+371.8750055E-03,-493.4375075E-03
+66.7000E-06,+359.7656304E-03,-493.0468825E-03
+66.8000E-06,+348.0468802E-03,-493.0468825E-03
+66.9000E-06,+335.9375050E-03,-493.0468825E-03
+67.0000E-06,+324.2187548E-03,-494.2187576E-03
+67.1000E-06,+313.2812547E-03,-494.6093826E-03
+67.2000E-06,+300.7812545E-03,-496.1718826E-03
+67.3000E-06,+292.1875044E-03,-492.6562575E-03
+67.4000E-06,+282.0312542E-03,-492.2656325E-03
+67.5000E-06,+271.4843790E-03,-491.8750075E-03
+67.6000E-06,+258.9843789E-03,-493.8281325E-03
+67.7000E-06,+248.4375037E-03,-493.8281325E-03
+67.8000E-06,+237.8906285E-03,-493.8281325E-03
+67.9000E-06,+229.2968784E-03,-491.8750075E-03
+68.0000E-06,+218.7500033E-03,-492.2656325E-03
+68.1000E-06,+207.0312531E-03,-494.2187576E-03
+68.2000E-06,+198.0468780E-03,-492.2656325E-03
+68.3000E-06,+189.0625028E-03,-492.6562575E-03
+68.4000E-06,+180.0781277E-03,-492.2656325E-03
+68.5000E-06,+169.1406275E-03,-494.2187576E-03
+68.6000E-06,+157.8125024E-03,-496.5625076E-03
+68.7000E-06,+148.4375022E-03,-495.3906326E-03
+68.8000E-06,+140.6250021E-03,-493.8281325E-03
+68.9000E-06,+133.2031270E-03,-493.8281325E-03
+69.0000E-06,+125.3906269E-03,-493.8281325E-03
+69.1000E-06,+117.1875017E-03,-492.6562575E-03
+69.2000E-06,+108.9843766E-03,-493.0468825E-03
+69.3000E-06,+99.6093765E-03,-493.4375075E-03
+69.4000E-06,+91.7968764E-03,-494.2187576E-03
+69.5000E-06,+82.4218762E-03,-495.3906326E-03
+69.6000E-06,+76.5625011E-03,-492.2656325E-03
+69.7000E-06,+66.7968760E-03,-494.6093826E-03
+69.8000E-06,+58.9843759E-03,-494.6093826E-03
+69.9000E-06,+50.0000007E-03,-495.7812576E-03
+70.0000E-06,+42.9687506E-03,-495.0000076E-03
+70.1000E-06,+35.9375005E-03,-495.0000076E-03
+70.2000E-06,+29.2968754E-03,-495.0000076E-03
+70.3000E-06,+23.0468753E-03,-493.8281325E-03
+70.4000E-06,+16.0156252E-03,-494.6093826E-03
+70.5000E-06,+10.9375002E-03,-494.2187576E-03
+70.6000E-06,+3.5156251E-03,-495.0000076E-03
+70.7000E-06,-2.3437500E-03,-495.0000076E-03
+70.8000E-06,-10.1562502E-03,-495.0000076E-03
+70.9000E-06,-16.4062502E-03,-495.0000076E-03
+71.0000E-06,-22.2656253E-03,-495.0000076E-03
+71.1000E-06,-28.5156254E-03,-494.6093826E-03
+71.2000E-06,-35.1562505E-03,-495.0000076E-03
+71.3000E-06,-42.9687506E-03,-495.7812576E-03
+71.4000E-06,-48.4375007E-03,-495.3906326E-03
+71.5000E-06,-53.9062508E-03,-495.3906326E-03
+71.6000E-06,-59.3750009E-03,-495.0000076E-03
+71.7000E-06,-65.2343760E-03,-495.0000076E-03
+71.8000E-06,-71.4843761E-03,-495.0000076E-03
+71.9000E-06,-77.7343762E-03,-495.7812576E-03
+72.0000E-06,-83.9843763E-03,-496.1718826E-03
+72.1000E-06,-89.8437513E-03,-495.7812576E-03
+72.2000E-06,-95.3125014E-03,-496.1718826E-03
+72.3000E-06,-100.7812515E-03,-495.7812576E-03
+72.4000E-06,-105.8593766E-03,-496.5625076E-03
+72.5000E-06,-111.3281267E-03,-496.1718826E-03
+72.6000E-06,-116.4062517E-03,-496.5625076E-03
+72.7000E-06,-121.4843768E-03,-496.1718826E-03
+72.8000E-06,-126.1718769E-03,-496.1718826E-03
+72.9000E-06,-131.2500020E-03,-495.7812576E-03
+73.0000E-06,-135.9375020E-03,-495.7812576E-03
+73.1000E-06,-140.6250021E-03,-495.3906326E-03
+73.2000E-06,-145.3125022E-03,-496.1718826E-03
+73.3000E-06,-151.1718773E-03,-497.3437576E-03
+73.4000E-06,-155.8593773E-03,-496.5625076E-03
+73.5000E-06,-160.1562524E-03,-496.9531326E-03
+73.6000E-06,-164.8437525E-03,-496.9531326E-03
+73.7000E-06,-169.1406275E-03,-496.9531326E-03
+73.8000E-06,-173.8281276E-03,-496.5625076E-03
+73.9000E-06,-178.5156277E-03,-496.5625076E-03
+74.0000E-06,-182.8125027E-03,-496.5625076E-03
+74.1000E-06,-187.5000028E-03,-496.5625076E-03
+74.2000E-06,-191.7968779E-03,-496.5625076E-03
+74.3000E-06,-196.4843779E-03,-496.9531326E-03
+74.4000E-06,-200.7812530E-03,-496.9531326E-03
+74.5000E-06,-205.0781281E-03,-496.9531326E-03
+74.6000E-06,-208.5937531E-03,-497.3437576E-03
+74.7000E-06,-212.8906282E-03,-497.3437576E-03
+74.8000E-06,-216.7968782E-03,-496.9531326E-03
+74.9000E-06,-220.3125033E-03,-497.3437576E-03
+75.0000E-06,-225.0000034E-03,-497.7343826E-03
+75.1000E-06,-228.9062534E-03,-497.7343826E-03
+75.2000E-06,-232.0312535E-03,-497.3437576E-03
+75.3000E-06,-235.1562535E-03,-496.9531326E-03
+75.4000E-06,-238.2812536E-03,-496.1718826E-03
+75.5000E-06,-241.4062536E-03,-496.9531326E-03
+75.6000E-06,-245.3125037E-03,-496.9531326E-03
