x-axis,1
second,Volt
-1.2419000E+00,+9.8633596E+00
-1.2417000E+00,+9.8633596E+00
-1.2415000E+00,+9.8680471E+00
-1.2413000E+00,+9.8992971E+00
-1.2411000E+00,+9.9516409E+00
-1.2409000E+00,+10.0121878E+00
-1.2407000E+00,+10.0692190E+00
-1.2405000E+00,+10.1223440E+00
-1.2403000E+00,+10.1719534E+00
-1.2401000E+00,+10.2176565E+00
-1.2399000E+00,+10.2598440E+00
-1.2397000E+00,+10.2985159E+00
-1.2395000E+00,+10.3348440E+00
-1.2393000E+00,+10.3684378E+00
-1.2391000E+00,+10.3996878E+00
-1.2389000E+00,+10.4289846E+00
-1.2387000E+00,+10.4555471E+00
-1.2385000E+00,+10.4805471E+00
-1.2383000E+00,+10.5035940E+00
-1.2381000E+00,+10.5246878E+00
-1.2379000E+00,+10.5450003E+00
-1.2377000E+00,+10.5645315E+00
-1.2375000E+00,+10.5821096E+00
-1.2373000E+00,+10.5989065E+00
-1.2371000E+00,+10.6141409E+00
-1.2369000E+00,+10.6285940E+00
-1.2367000E+00,+10.6426565E+00
-1.2365000E+00,+10.6551565E+00
-1.2363000E+00,+10.6672659E+00
-1.2361000E+00,+10.6782034E+00
-1.2359000E+00,+10.6883596E+00
-1.2357000E+00,+10.6981253E+00
-1.2355000E+00,+10.7071096E+00
-1.2353000E+00,+10.7153128E+00
-1.2351000E+00,+10.7231253E+00
-1.2349000E+00,+10.7305471E+00
-1.2347000E+00,+10.7371878E+00
-1.2345000E+00,+10.7434378E+00
-1.2343000E+00,+10.7496878E+00
-1.2341000E+00,+10.7551565E+00
-1.2339000E+00,+10.7602346E+00
-1.2337000E+00,+10.7653128E+00
-1.2335000E+00,+10.7700003E+00
-1.2333000E+00,+10.7742971E+00
-1.2331000E+00,+10.7785940E+00
-1.2329000E+00,+10.7821096E+00
-1.2327000E+00,+10.7860159E+00
-1.2325000E+00,+10.7895315E+00
-1.2323000E+00,+10.7922659E+00
-1.2321000E+00,+10.7953909E+00
-1.2319000E+00,+10.7981253E+00
-1.2317000E+00,+10.8004690E+00
-1.2315000E+00,+10.8028128E+00
-1.2313000E+00,+10.8051565E+00
-1.2311000E+00,+10.8075003E+00
-1.2309000E+00,+10.8094534E+00
-1.2307000E+00,+10.8114065E+00
-1.2305000E+00,+10.8133596E+00
-1.2303000E+00,+10.8153128E+00
-1.2301000E+00,+10.8168753E+00
-1.2299000E+00,+10.8184378E+00
-1.2297000E+00,+10.8200003E+00
-1.2295000E+00,+10.8211721E+00
-1.2293000E+00,+10.8227346E+00
-1.2291000E+00,+10.8242971E+00
-1.2289000E+00,+10.8254690E+00
-1.2287000E+00,+10.8274221E+00
-1.2285000E+00,+10.8289846E+00
-1.2283000E+00,+10.8301565E+00
-1.2281000E+00,+10.8317190E+00
-1.2279000E+00,+10.8328909E+00
-1.2277000E+00,+10.8340628E+00
-1.2275000E+00,+10.8352346E+00
-1.2273000E+00,+10.8364065E+00
-1.2271000E+00,+10.8379690E+00
-1.2269000E+00,+10.8387503E+00
-1.2267000E+00,+10.8395315E+00
-1.2265000E+00,+10.8403128E+00
-1.2263000E+00,+10.8407034E+00
-1.2261000E+00,+10.8414846E+00
-1.2259000E+00,+10.8422659E+00
-1.2257000E+00,+10.8426565E+00
-1.2255000E+00,+10.8434378E+00
-1.2253000E+00,+10.8442190E+00
-1.2251000E+00,+10.8446096E+00
-1.2249000E+00,+10.8450003E+00
-1.2247000E+00,+10.8453909E+00
-1.2245000E+00,+10.8457815E+00
-1.2243000E+00,+10.8457815E+00
-1.2241000E+00,+10.8461721E+00
-1.2239000E+00,+10.8465628E+00
-1.2237000E+00,+10.8469534E+00
-1.2235000E+00,+10.8469534E+00
-1.2233000E+00,+10.8473440E+00
-1.2231000E+00,+10.8473440E+00
-1.2229000E+00,+10.8481253E+00
-1.2227000E+00,+10.8481253E+00
-1.2225000E+00,+10.8485159E+00
-1.2223000E+00,+10.8489065E+00
-1.2221000E+00,+10.8489065E+00
