x-axis,IN,OUT
second,Volt,Volt
-3.32000E-03,-5.23632813E+00,+13.15234375E+00
-3.30000E-03,-5.19726563E+00,+13.14257813E+00
-3.28000E-03,-5.14843750E+00,+13.14257813E+00
-3.26000E-03,-5.11914063E+00,+13.14257813E+00
-3.24000E-03,-5.07031250E+00,+13.14257813E+00
-3.22000E-03,-5.04101563E+00,+13.14257813E+00
-3.20000E-03,-5.00195313E+00,+13.14257813E+00
-3.18000E-03,-4.96289063E+00,+13.14257813E+00
-3.16000E-03,-4.92382813E+00,+13.14257813E+00
-3.14000E-03,-4.88476563E+00,+13.14257813E+00
-3.12000E-03,-4.84570313E+00,+13.15234375E+00
-3.10000E-03,-4.80664063E+00,+13.14257813E+00
-3.08000E-03,-4.76757813E+00,+13.14257813E+00
-3.06000E-03,-4.73828125E+00,+13.14257813E+00
-3.04000E-03,-4.69921875E+00,+13.15234375E+00
-3.02000E-03,-4.66015625E+00,+13.14257813E+00
-3.00000E-03,-4.61132813E+00,+13.14257813E+00
-2.98000E-03,-4.57226563E+00,+13.15234375E+00
-2.96000E-03,-4.53320313E+00,+13.15234375E+00
-2.94000E-03,-4.49414063E+00,+13.15234375E+00
-2.92000E-03,-4.44531250E+00,+13.15234375E+00
-2.90000E-03,-4.40625000E+00,+13.15234375E+00
-2.88000E-03,-4.36718750E+00,+13.15234375E+00
-2.86000E-03,-4.32812500E+00,+13.14257813E+00
-2.84000E-03,-4.28906250E+00,+13.14257813E+00
-2.82000E-03,-4.25000000E+00,+13.14257813E+00
-2.80000E-03,-4.22070313E+00,+13.14257813E+00
-2.78000E-03,-4.18164063E+00,+13.15234375E+00
-2.76000E-03,-4.14257813E+00,+13.15234375E+00
-2.74000E-03,-4.10351563E+00,+13.15234375E+00
-2.72000E-03,-4.07421875E+00,+13.14257813E+00
-2.70000E-03,-4.03515625E+00,+13.15234375E+00
-2.68000E-03,-3.99609375E+00,+13.15234375E+00
-2.66000E-03,-3.96679688E+00,+13.15234375E+00
-2.64000E-03,-3.92773438E+00,+13.15234375E+00
-2.62000E-03,-3.88867188E+00,+13.15234375E+00
-2.60000E-03,-3.84960938E+00,+13.15234375E+00
-2.58000E-03,-3.81054688E+00,+13.15234375E+00
-2.56000E-03,-3.78125000E+00,+13.15234375E+00
-2.54000E-03,-3.74218750E+00,+13.15234375E+00
-2.52000E-03,-3.70312500E+00,+13.15234375E+00
-2.50000E-03,-3.65429688E+00,+13.15234375E+00
-2.48000E-03,-3.62500000E+00,+13.15234375E+00
-2.46000E-03,-3.58593750E+00,+13.15234375E+00
-2.44000E-03,-3.53710938E+00,+13.15234375E+00
-2.42000E-03,-3.50781250E+00,+13.15234375E+00
-2.40000E-03,-3.46875000E+00,+13.15234375E+00
-2.38000E-03,-3.42968750E+00,+13.15234375E+00
-2.36000E-03,-3.39062500E+00,+13.15234375E+00
-2.34000E-03,-3.36132813E+00,+13.15234375E+00
-2.32000E-03,-3.32226563E+00,+13.15234375E+00
-2.30000E-03,-3.28320313E+00,+13.15234375E+00
-2.28000E-03,-3.24414063E+00,+13.15234375E+00
-2.26000E-03,-3.19531250E+00,+13.15234375E+00
-2.24000E-03,-3.15625000E+00,+13.15234375E+00
-2.22000E-03,-3.11718750E+00,+13.15234375E+00
-2.20000E-03,-3.07812500E+00,+13.15234375E+00
-2.18000E-03,-3.02929688E+00,+13.15234375E+00
-2.16000E-03,-2.99023438E+00,+13.15234375E+00
-2.14000E-03,-2.95117188E+00,+13.15234375E+00
-2.12000E-03,-2.91210938E+00,+13.15234375E+00
-2.10000E-03,-2.87304688E+00,+13.15234375E+00
-2.08000E-03,-2.83398438E+00,+13.15234375E+00
-2.06000E-03,-2.80468750E+00,+13.15234375E+00
-2.04000E-03,-2.75585938E+00,+13.15234375E+00
-2.02000E-03,-2.72656250E+00,+13.15234375E+00
-2.00000E-03,-2.68750000E+00,+13.15234375E+00
-1.98000E-03,-2.64843750E+00,+13.15234375E+00
-1.96000E-03,-2.60937500E+00,+13.15234375E+00
-1.94000E-03,-2.57031250E+00,+13.15234375E+00
-1.92000E-03,-2.53125000E+00,+13.15234375E+00
-1.90000E-03,-2.49218750E+00,+13.15234375E+00
-1.88000E-03,-2.45312500E+00,+13.15234375E+00
-1.86000E-03,-2.41406250E+00,+13.15234375E+00
-1.84000E-03,-2.37500000E+00,+13.15234375E+00
-1.82000E-03,-2.33593750E+00,+13.15234375E+00
-1.80000E-03,-2.28710938E+00,+13.15234375E+00
-1.78000E-03,-2.24804688E+00,+13.15234375E+00
-1.76000E-03,-2.20898438E+00,+13.15234375E+00
-1.74000E-03,-2.16992188E+00,+13.15234375E+00
-1.72000E-03,-2.13085938E+00,+13.15234375E+00
-1.70000E-03,-2.09179688E+00,+13.15234375E+00
-1.68000E-03,-2.06250000E+00,+13.15234375E+00
-1.66000E-03,-2.02343750E+00,+13.15234375E+00
-1.64000E-03,-1.97460938E+00,+13.15234375E+00
-1.62000E-03,-1.93554688E+00,+13.15234375E+00
-1.60000E-03,-1.89648438E+00,+13.15234375E+00
-1.58000E-03,-1.84765625E+00,+13.15234375E+00
-1.56000E-03,-1.80859375E+00,+13.15234375E+00
-1.54000E-03,-1.76953125E+00,+13.11328125E+00
-1.52000E-03,-1.73046875E+00,+12.76171875E+00
-1.50000E-03,-1.69140625E+00,+12.36132813E+00
-1.48000E-03,-1.65234375E+00,+11.99023438E+00
-1.46000E-03,-1.61328125E+00,+11.58007813E+00
-1.44000E-03,-1.57421875E+00,+11.18945313E+00
-1.42000E-03,-1.53515625E+00,+10.79882813E+00
-1.40000E-03,-1.49609375E+00,+10.37890625E+00
-1.38000E-03,-1.45703125E+00,+9.98828125E+00
-1.36000E-03,-1.42773438E+00,+9.58789063E+00
-1.34000E-03,-1.38867188E+00,+9.20703125E+00
-1.32000E-03,-1.34960938E+00,+8.81640625E+00
-1.30000E-03,-1.31054688E+00,+8.42578125E+00
-1.28000E-03,-1.28125000E+00,+8.03515625E+00
-1.26000E-03,-1.25195313E+00,+7.63476563E+00
-1.24000E-03,-1.21289063E+00,+7.26367188E+00
-1.22000E-03,-1.18359375E+00,+6.88281250E+00
-1.20000E-03,-1.14453125E+00,+6.49218750E+00
-1.18000E-03,-1.10546875E+00,+6.10156250E+00
-1.16000E-03,-1.06640625E+00,+5.70117188E+00
-1.14000E-03,-1.03710938E+00,+5.31054688E+00
-1.12000E-03,-998.04688E-03,+4.91015625E+00
-1.10000E-03,-958.98438E-03,+4.50000000E+00
-1.08000E-03,-919.92188E-03,+4.09960938E+00
-1.06000E-03,-880.85938E-03,+3.68945313E+00
-1.04000E-03,-851.56250E-03,+3.29882813E+00
-1.02000E-03,-812.50000E-03,+2.88867188E+00
-1.00000E-03,-783.20313E-03,+2.50781250E+00
-980.00E-06,-744.14063E-03,+2.13671875E+00
-960.00E-06,-705.07813E-03,+1.73632813E+00
-940.00E-06,-666.01563E-03,+1.33593750E+00
-920.00E-06,-626.95313E-03,+935.54688E-03
-900.00E-06,-597.65625E-03,+535.15625E-03
-880.00E-06,-558.59375E-03,+154.29688E-03
-860.00E-06,-529.29688E-03,-148.43750E-03
-840.00E-06,-500.00000E-03,-353.51562E-03
-820.00E-06,-460.93750E-03,-900.39062E-03
-800.00E-06,-431.64063E-03,-1.33007812E+00
-780.00E-06,-392.57813E-03,-1.73046875E+00
-760.00E-06,-353.51563E-03,-2.14062500E+00
-740.00E-06,-314.45313E-03,-2.53125000E+00
-720.00E-06,-275.39063E-03,-2.93164062E+00
-700.00E-06,-236.32813E-03,-3.33203125E+00
-680.00E-06,-197.26563E-03,-3.70312500E+00
-660.00E-06,-158.20313E-03,-4.08398437E+00
-640.00E-06,-119.14063E-03,-4.48437500E+00
-620.00E-06,-80.07813E-03,-4.89453125E+00
-600.00E-06,-50.78125E-03,-5.29492187E+00
-580.00E-06,-11.71875E-03,-5.70507812E+00
-560.00E-06,+27.34375E-03,-6.09570312E+00
-540.00E-06,+66.40625E-03,-6.49609375E+00
-520.00E-06,+105.46875E-03,-6.89648437E+00
-500.00E-06,+144.53125E-03,-7.28710937E+00
-480.00E-06,+183.59375E-03,-7.67773437E+00
-460.00E-06,+222.65625E-03,-8.06835937E+00
-440.00E-06,+261.71875E-03,-8.44921875E+00
-420.00E-06,+310.54687E-03,-8.83007812E+00
-400.00E-06,+349.60937E-03,-9.22070312E+00
-380.00E-06,+388.67187E-03,-9.61132812E+00
