freq,vin,amp,pha,v1,v2
290.0,0.1,-41.8,-57.0,0.09895,0.00154
324.5436144371262,0.1,-33.5,36.0,0.0192,0.001455
363.2019230065998,0.1,-40.9,290.0,0.09905,0.001635
406.46505125198877,0.1,-40.4,-89.0,0.0992,0.001595
454.88150646790416,0.1,-40.0,-86.0,0.09915,0.00176
509.065131895512,0.1,-39.4,-81.0,0.0992,0.00175
569.7028892733857,0.1,-38.8,-73.0,0.09915,0.001715
637.5635684139943,0.1,-38.6,146.0,0.0993,0.002045
713.5075342293438,0.1,-37.7,-76.0,0.09925,0.002145
798.497634782458,0.1,-37.3,-77.0,0.0991,0.00215
893.6114086613622,0.1,-36.6,9.9e+37,0.0993,0.002465
1000.0547464455531,0.1,-35.7,-95.0,0.0993,0.002565
1119.1771794704953,0.1,-35.2,-94.0,0.09965,0.00242
1252.48898972725,0.1,-34.7,-78.0,0.09935,0.002765
1401.6803578234014,0.1,-33.6,-96.0,0.0995,0.00295
1568.642791770797,0.1,-33.1,9.9e+37,0.0997,0.003465
1755.4931082828907,0.1,-32.3,-82.0,0.0996,0.00328
1964.600270626189,0.1,-31.4,-69.0,0.1,0.00387
2198.6154232868244,0.1,-30.5,-84.0,0.09965,0.00448
2460.505504243856,0.1,-30.0,-97.0,0.09975,0.004285
2753.5908609991207,0.1,-28.9,-91.0,0.0999,0.004535
3081.5873472748035,0.1,-28.1,-86.0,-1,0.005065
3448.653434097516,0.1,-27.3,-85.0,0.10035,0.004965
3859.4429325621186,0.1,-26.7,-83.0,0.0989,0.005585
4319.163996715628,0.1,-25.8,-91.0,0.0996,0.00582
4833.645154623427,0.1,-24.8,-90.0,0.10005,0.00638
5409.409204786169,0.1,-23.0,-88.0,0.10115,0.007645
6053.755914795738,0.1,-22.2,-91.0,0.1011,0.00872
6774.85457071703,0.1,-20.9,-90.0,0.10185,0.009925
7581.847550573751,0.1,-19.7,-88.0,0.1007,0.01134
8484.966235084405,0.1,-18.6,-93.0,0.09815,0.012665
9495.660725211268,0.1,-17.8,-91.0,0.1022,0.01421
10626.745011133546,0.1,-16.8,-87.0,0.10235,0.017075
11892.559433155082,0.1,-15.8,-96.0,0.10505,0.018505
13309.15249429135,0.1,-14.9,-96.0,0.10525,0.01957
14894.484329628305,0.1,-13.9,-93.0,0.11135,0.0219
16668.654412119682,0.1,-12.9,-97.0,0.11435,0.022805
18654.15638176784,0.1,-11.9,-93.0,0.1095,0.02722
20876.163229014895,0.1,-11.0,-99.0,0.11685,0.03009
23362.846448013526,0.1,-10.1,-103.0,0.11435,0.033135
26145.73320613059,0.1,-9.1,-99.0,0.12085,0.03815
29260.106058022116,0.1,-8.1,-103.0,0.115,0.04065
32745.450272014317,0.1,-7.1,-105.0,0.1088,0.0439
36645.95444017485,0.1,-6.2,-102.0,0.11185,0.05
41011.07071900888,0.1,-5.4,-114.0,0.10815,0.05465
45896.141803737024,0.1,-4.5,-111.0,0.1099,0.05975
51363.102585185174,0.1,-3.5,-104.0,0.1088,0.0674
57481.26538517551,0.1,-2.6,-112.0,0.11925,0.0757
64328.19872594666,0.1,-1.8,-116.0,0.1099,0.08065
71990.71077499472,0.1,-0.9,-118.0,0.1157,0.09155
80565.94993384331,0.1,-0.2,-128.0,0.1067,0.0976
90162.63652444848,0.1,0.6,-129.0,0.112,0.10805
100902.44118905277,0.1,1.2,-129.0,0.11175,0.1169
112921.52747939568,0.1,1.8,-141.0,0.1083,0.1228
126372.27819284258,0.1,2.6,-149.0,0.11095,0.13405
141425.2273426175,0.1,3.1,-146.0,0.1007,0.1395
158271.22225643235,0.1,3.5,-163.0,0.11105,0.15075
177123.84321546307,0.1,3.7,572.0,0.0376,0.0231
198222.11131083188,0.1,4.4,-168.0,0.10115,0.16085
221833.51884888188,0.1,4.5,182.0,0.10635,0.11765
248257.42072593965,0.1,4.7,182.0,0.08115,0.1178
277828.82976977516,0.1,4.8,174.0,0.0667,0.17085
310922.6641666203,0.1,4.8,169.0,0.1047,0.1649
347958.5008243293,0.1,4.8,164.0,0.0959,0.1431
389405.8949367297,0.1,4.7,167.0,0.05755,0.1457
435790.33319272444,0.1,4.4,-199.0,0.10135,0.13525
487699.8961073312,0.1,4.2,141.0,0.1103,0.09435
545792.7139423594,0.1,4.0,131.0,0.091,0.1458
610805.3107458684,0.1,3.7,118.0,0.1029,0.1403
683561.9422995041,0.1,3.5,121.0,0.08615,0.1376
764985.0463639428,0.1,2.9,109.0,0.084,0.1393
856106.9377148503,0.1,2.6,110.0,0.1031,0.1336
958082.8962437146,0.1,2.2,87.0,0.09935,0.1304
1072205.8140597425,0.1,2.0,-272.0,0.0918,0.07975
1199922.5872946533,0.1,1.6,70.0,0.1064,0.11595
1342852.4604322582,0.1,1.3,63.0,0.09495,0.1165
1502807.5557395625,0.1,0.9,53.0,0.10635,0.1075
1681815.8480797922,0.1,-0.1,30.0,0.09985,0.1015
1882146.8763912295,0.1,-1.7,2.0,0.08655,0.0841
2106340.5178122646,0.1,-3.7,-20.0,0.09185,0.06635
2357239.189262622,0.1,-6.6,-23.0,0.1056,0.0438
2638023.8847452844,0.1,-9.5,-48.0,0.09285,0.0339
2952254.505264495,0.1,-11.7,-60.0,0.06685,0.0245
3303914.992678721,0.1,-15.7,-78.0,0.09925,0.016905
3697463.839713668,0.1,-19.3,-51.0,0.0986,0.012355
4137890.616521548,0.1,-21.9,9.9e+37,0.0949,0.01126
4630779.230453007,0.1,-25.2,225.0,0.1027,0.008915
5182378.721074437,0.1,-27.5,9.9e+37,0.1071,0.005215
5799682.487998446,0.1,-29.8,83.0,0.0937,0.005455
6490516.956009382,0.1,-30.7,9.9e+37,0.09625,0.004855
7263640.801616342,0.1,-32.0,9.9e+37,0.10325,0.00333
8128855.999067423,0.1,-33.8,9.9e+37,0.0894,0.00336
9097132.093711236,0.1,-33.9,9.9e+37,0.08445,0.005055
10180745.278293194,0.1,-27.2,9.9e+37,0.0904,0.003945
11393434.035451654,0.1,-28.5,9.9e+37,0.067,0.00394
12750573.319711909,0.1,-23.9,9.9e+37,0.0497,0.004475
14269369.487327209,0.1,-21.3,-194.0,0.0377,0.003335
15969078.44536557,0.1,-21.2,-94.0,0.03395,0.003795
17871249.78582388,0.1,-18.7,128.0,0.0269,0.00393
20000000.000000004,0.1,-14.4,267.0,0.01569,0.00428
