freq,vin,amp,pha,v1,v2
6593532.905028946,3.0,-16.6,-2.0,2.067,0.3095
7458713.668595767,3.0,-16.8,1.0,1.9685,0.287
8437420.483283872,3.0,-17.1,5.0,1.8505,0.2635
9544549.847982168,3.0,-17.3,9.0,1.7295,0.2375
10796952.92904978,3.0,-17.5,15.0,1.596,0.215
12213692.045074482,3.0,-17.6,21.0,1.4645,0.192
13816330.806681048,3.0,-17.7,29.0,1.331,0.17265
15629262.327489713,3.0,-17.8,37.0,1.1895,0.15615
17680080.501790546,3.0,-17.7,45.0,1.052,0.1378
20000000.000000004,3.0,-17.4,54.0,0.9175,0.12525
