freq,vin,amp,pha,v1,v2
6593532.905028946,3.0,-49.1,9.9e+37,2.0795,0.00996
7458713.668595767,3.0,-49.5,9.9e+37,1.983,0.008845
8437420.483283872,3.0,-48.5,9.9e+37,1.866,0.009025
9544549.847982168,3.0,-48.5,9.9e+37,1.7465,0.008445
10796952.92904978,3.0,-47.5,26.0,1.62,0.00811
12213692.045074482,3.0,-46.3,39.0,1.482,0.00846
13816330.806681048,3.0,-44.0,23.0,1.3445,0.0105
15629262.327489713,3.0,-42.7,38.0,1.205,0.010975
17680080.501790546,3.0,-41.5,36.0,1.0675,0.010805
20000000.000000004,3.0,-38.7,57.0,0.925,0.012635
