x-axis,1,2
second,Volt,Volt
-16.948E-06,-498.554695E-03,-9.570313E-03
-15.428E-06,-497.773445E-03,-12.011719E-03
-13.908E-06,-497.773445E-03,-11.523438E-03
-12.388E-06,-498.164070E-03,-12.500000E-03
-10.868E-06,-497.773445E-03,-12.500000E-03
-9.348E-06,-497.773445E-03,-12.011719E-03
-7.828E-06,-497.773445E-03,-12.500000E-03
-6.308E-06,-497.382820E-03,-11.523438E-03
-4.788E-06,-497.578132E-03,-12.011719E-03
-3.268E-06,-497.578132E-03,-12.011719E-03
-1.748E-06,-497.773445E-03,-12.011719E-03
-228E-09,-474.726569E-03,-10.058594E-03
+1.292E-06,+490.507820E-03,+731.152344E-03
+2.812E-06,+490.703132E-03,+371.777344E-03
+4.332E-06,+491.484383E-03,-8.593750E-03
+5.852E-06,+491.289070E-03,-317.675781E-03
+7.372E-06,+491.679695E-03,-508.105469E-03
+8.892E-06,+492.070320E-03,-557.910156E-03
+10.412E-06,+492.265633E-03,-481.250000E-03
+11.932E-06,+492.460945E-03,-318.164063E-03
+13.452E-06,+492.656258E-03,-115.039063E-03
+14.972E-06,+492.656258E-03,+67.578125E-03
+16.492E-06,+492.656258E-03,+206.250000E-03
+18.012E-06,+492.851570E-03,+272.656250E-03
+19.532E-06,+492.656258E-03,+264.355469E-03
+21.052E-06,+492.656258E-03,+199.902344E-03
+22.572E-06,+492.851570E-03,+98.828125E-03
+24.092E-06,+493.046883E-03,-7.128906E-03
+25.612E-06,+492.851570E-03,-89.648438E-03
+27.132E-06,+493.437508E-03,-144.335938E-03
+28.652E-06,+493.632820E-03,-158.496094E-03
+30.172E-06,+493.437508E-03,-138.964844E-03
+31.692E-06,+493.437508E-03,-93.554688E-03
+33.212E-06,+494.023445E-03,-40.332031E-03
+34.732E-06,+493.437508E-03,+10.449219E-03
+36.252E-06,+493.632820E-03,+48.046875E-03
+37.772E-06,+493.437508E-03,+67.578125E-03
+39.292E-06,+493.437508E-03,+65.625000E-03
+40.812E-06,+493.632820E-03,+44.628906E-03
+42.332E-06,+494.218758E-03,+17.773437E-03
+43.852E-06,+493.828133E-03,-11.523438E-03
+45.372E-06,+493.828133E-03,-35.449219E-03
+46.892E-06,+494.023445E-03,-48.144531E-03
+48.412E-06,+493.632820E-03,-52.539063E-03
+49.932E-06,+493.828133E-03,-46.679688E-03
+51.452E-06,+493.828133E-03,-34.960938E-03
+52.972E-06,+493.828133E-03,-19.335938E-03
+54.492E-06,+493.828133E-03,-5.175781E-03
+56.012E-06,+494.218758E-03,+6.054687E-03
+57.532E-06,+494.023445E-03,+10.449219E-03
+59.052E-06,+494.023445E-03,+8.007812E-03
+60.572E-06,+494.414070E-03,+2.636719E-03
+62.092E-06,+494.218758E-03,-3.710938E-03
+63.612E-06,+494.218758E-03,-12.011719E-03
+65.132E-06,+494.218758E-03,-18.359375E-03
+66.652E-06,+494.218758E-03,-22.753906E-03
+68.172E-06,+493.828133E-03,-25.195313E-03
+69.692E-06,+494.218758E-03,-20.312500E-03
+71.212E-06,+493.632820E-03,-18.847656E-03
+72.732E-06,+493.828133E-03,-14.453125E-03
+74.252E-06,+494.218758E-03,-9.570313E-03
+75.772E-06,+494.023445E-03,-7.128906E-03
+77.292E-06,+494.023445E-03,-5.175781E-03
+78.812E-06,+493.828133E-03,-6.152344E-03
+80.332E-06,+494.609383E-03,-7.128906E-03
+81.852E-06,+494.218758E-03,-10.546875E-03
+83.372E-06,+494.414070E-03,-12.500000E-03
+84.892E-06,+494.218758E-03,-13.964844E-03
+86.412E-06,+494.023445E-03,-15.429688E-03
+87.932E-06,+494.218758E-03,-16.894531E-03
+89.452E-06,+494.414070E-03,-13.964844E-03
+90.972E-06,+493.828133E-03,-13.964844E-03
+92.492E-06,+493.828133E-03,-12.988281E-03
+94.012E-06,+494.414070E-03,-11.035156E-03
+95.532E-06,+494.609383E-03,-11.035156E-03
+97.052E-06,+494.609383E-03,-10.546875E-03
+98.572E-06,+494.609383E-03,-11.523438E-03
+100.092E-06,+494.218758E-03,-11.035156E-03
+101.612E-06,+494.023445E-03,-12.500000E-03
+103.132E-06,+494.218758E-03,-12.500000E-03
+104.652E-06,+494.023445E-03,-12.988281E-03
+106.172E-06,+494.218758E-03,-13.476563E-03
+107.692E-06,+494.023445E-03,-14.453125E-03
+109.212E-06,+494.414070E-03,-12.988281E-03
+110.732E-06,+494.023445E-03,-12.500000E-03
+112.252E-06,+494.414070E-03,-12.500000E-03
+113.772E-06,+494.609383E-03,-10.546875E-03
+115.292E-06,+494.609383E-03,-11.523438E-03
+116.812E-06,+494.609383E-03,-10.546875E-03
+118.332E-06,+494.609383E-03,-12.500000E-03
+119.852E-06,+494.218758E-03,-12.011719E-03
+121.372E-06,+494.218758E-03,-12.500000E-03
+122.892E-06,+494.609383E-03,-12.500000E-03
+124.412E-06,+494.218758E-03,-12.988281E-03
+125.932E-06,-495.039070E-03,-953.417969E-03
+127.452E-06,-495.625007E-03,-639.453125E-03
+128.972E-06,-495.429695E-03,-256.640625E-03
+130.492E-06,-495.820320E-03,+103.222656E-03
+132.012E-06,-495.234382E-03,+381.054687E-03
+133.532E-06,-495.429695E-03,+524.609375E-03
